ResponseID	ResponseSet	Name	ExternalDataReference	EmailAddress	Status	StartDate	EndDate	Finished	Q_TotalDuration	inst_soundtest	soundtest	soundtest_T_1	soundtest_T_2	soundtest_T_3	soundtest_T_4	consent	noconsent	inst1	inst2	inst_T_1	inst_T_2	inst_T_3	inst_T_4	d_cough1a	d_cough1b	d_cough1c	d_cough2a	d_cough2b	d_cough2c	d_cough3a	d_cough3b	d_cough3c	d_cough5a	d_cough5b	d_cough5c	d_cough8a	d_cough8b	d_cough8c	d_sneeze1a	d_sneeze1b	d_sneeze1c	d_sneeze4a	d_sneeze4b	d_sneeze4c	d_sneeze5a	d_sneeze5b	d_sneeze5c	d_sneeze6a	d_sneeze6b	d_sneeze6c	d_sneeze7a	d_sneeze7b	d_sneeze7c	n_cough1a	n_cough1b	n_cough1c	n_cough2a	n_cough2b	n_cough2c	n_cough4a	n_cough4b	n_cough4c	n_cough5a	n_cough5b	n_cough5c	n_cough6a	n_cough6b	n_cough6c	n_sneeze1a	n_sneeze1b	n_sneeze1c	n_sneeze2a	n_sneeze2b	n_sneeze2c	n_sneeze5a	n_sneeze5b	n_sneeze5c	n_sneeze8a	n_sneeze8b	n_sneeze8c	n_sneeze10a	n_sneeze10b	n_sneeze10c	infant_d_cough1a	infant_d_cough1b	infant_d_cough1c	infant_d_cough2a	infant_d_cough2b	infant_d_cough2c	infant_n_cough1a	infant_n_cough1b	infant_n_cough1c	infant_n_cough2a	infant_n_cough2b	infant_n_cough2c	inst_PVD	PVD1	PVD2	PVD3	PVD4	PVD5	PVD6	PVD7	PVD8	PVD9	PVD10	PVD11	PVD12	PVD13	PVD14	PVD15	LHT_1	LHT_2	LHT_3	LHT_4	LHT_5	LHT_6	LHT_7	LHT_8	cSES_1	cSES_2	cSES_3	hearprob	recentill	training	training_TEXT	audioissue1	audioissue2	debrief	DO-BR-FL_7	DO-BR-FL_78	DO-Q-race	X145	PVD5r	PVD12r	PVD14r	PVD3r	PVD11r	PVD13r	pvd_pinfect	pvd_germ	pvd_pinfect_c	pvd_germ_c	rchild_uncertain	rchild_uncertain_c	rchild_ses	rchild_ses_c	soundtest_char	consent_char	inst2_char	hearprob_char	recentill_char	training_char	audioissue1_char	hear_percent	hear_gt50percent	issues
R_UWlqrUeCVCXNe5X	Default Response Set	Anonymous	NA	NA	0	2017-01-26T21:25:56Z	2017-01-26T21:33:41Z	1	465	1	1	6.644	6.644	7.758	1	1	NA	1	2	10.154	10.154	11.182	1	1	7	7	1	7	9	1	6	8	1	7	9	1	7	8	1	6	9	1	7	9	1	5	9	1	8	8	1	7	9	1	5	9	0	7	9	1	5	9	0	9	9	1	7	9	1	7	9	1	9	9	1	6	8	0	6	9	1	6	9	0	9	9	0	9	9	0	6	3	0	8	7	1	7	5	2	5	1	5	7	5	1	4	3	1	1	4	2	1	1	1	1	1	1	1	1	5	1	1	1	6	1	NA	2	NA	1	d_sneeze5|d_cough2|d_sneeze4|d_sneeze1|n_cough4|n_sneeze10|n_sneeze1|n_sneeze8|n_sneeze5|n_sneeze2|d_cough3|d_sneeze6|n_cough1|n_cough5|d_cough1|d_cough8|d_cough5|d_sneeze7|n_cough2|n_cough6	infant_d_cough1|infant_n_cough2|infant_d_cough2|infant_n_cough1	7|1|2|3|4|5|6|8	NA	7	7	4	6	5	7	5.285714285714286	5	1.8395604395604392	0.5057692307692312	1	-1.8163461538461538	2.3333333333333335	-1.9589743589743587	Yes, I can hear the sound easily and am ready to begin the study.	I agree	Yes	No, not at all	A few months ago	No	No, I didn't have any issues getting the audio clips to work correctly.	1	1	0
R_31Ri87wlLuJFDph	Default Response Set	Anonymous	NA	NA	0	2017-01-26T21:25:03Z	2017-01-26T21:33:46Z	1	522	1	1	14.619	14.619	16.29	1	1	NA	1	2	13.004	13.004	14.459	1	1	6	9	0	7	7	1	4	9	1	6	9	0	8	9	0	6	9	0	5	9	1	6	9	1	8	9	1	7	9	1	8	9	1	6	9	0	4	9	1	6	9	0	8	9	0	5	9	0	7	9	1	7	9	1	7	9	0	6	9	0	9	9	1	6	8	0	9	9	0	8	9	1	7	4	1	1	3	4	3	3	7	4	1	3	1	4	7	5	5	3	3	6	1	1	3	4	1	1	1	6	1	NA	2	NA	1	d_cough2|n_sneeze10|d_cough1|d_sneeze7|n_cough5|d_sneeze4|d_sneeze5|d_cough8|n_cough1|n_sneeze5|d_cough5|n_sneeze1|d_sneeze1|n_sneeze2|n_cough6|n_sneeze8|n_cough2|d_sneeze6|n_cough4|d_cough3	infant_n_cough2|infant_d_cough1|infant_n_cough1|infant_d_cough2	7|1|2|3|4|5|6|8	NA	5	5	4	7	7	7	4.142857142857143	5.75	0.6967032967032969	1.2557692307692312	3.375	0.5586538461538462	2	-2.292307692307692	Yes, I can hear the sound easily and am ready to begin the study.	I agree	Yes	No, not at all	A few months ago	No	No, I didn't have any issues getting the audio clips to work correctly.	1	1	0
R_2tzIR9PpRuWlojY	Default Response Set	Anonymous	NA	NA	0	2017-01-26T21:29:31Z	2017-01-26T21:35:15Z	1	344	1	1	6.752	6.752	7.543	1	1	NA	1	2	2.914	3.767	11.258	2	1	6	9	0	1	9	0	6	9	0	7	9	1	3	9	0	5	9	1	7	9	0	6	9	0	9	9	0	7	9	0	9	8	1	6	9	1	7	9	0	9	9	1	6	9	0	2	9	1	9	9	0	4	9	0	5	9	1	7	9	1	7	9	1	9	9	0	9	9	0	9	8	1	7	2	7	5	5	2	3	2	3	2	6	2	5	5	2	5	4	6	5	4	6	5	4	3	3	2	1	1	1	NA	2	NA	1	d_cough2|d_sneeze6|n_sneeze2|d_sneeze1|d_sneeze7|n_cough5|d_cough8|d_sneeze4|n_cough2|n_cough4|n_sneeze8|d_sneeze5|n_cough6|n_sneeze10|n_sneeze5|d_cough1|n_sneeze1|d_cough5|d_cough3|n_cough1	infant_d_cough2|infant_d_cough1|infant_n_cough1|infant_n_cough2	7|1|2|3|4|5|6|8	NA	3	6	3	1	2	3	2.857142857142857	3.25	-0.5890109890109891	-1.2442307692307688	4.875	2.058653846153846	2.6666666666666665	-1.6256410256410256	Yes, I can hear the sound easily and am ready to begin the study.	I agree	Yes	No, not at all	Today	No	No, I didn't have any issues getting the audio clips to work correctly.	1	1	0
R_3n9qW6OXyNTUHfm	Default Response Set	Anonymous	NA	NA	0	2017-01-26T21:25:17Z	2017-01-26T21:35:22Z	1	605	1	1	50.467	50.467	51.576	1	1	NA	1	1	15.757	15.757	16.961	1	0	8	8	0	8	8	1	8	8	0	7	7	1	8	8	1	9	9	1	9	9	1	9	9	1	9	9	1	7	7	0	9	9	0	8	8	0	9	9	1	7	7	0	7	7	0	8	8	1	9	9	1	9	9	1	9	9	1	9	9	0	9	9	0	9	9	0	9	9	1	9	9	1	7	1	1	3	7	1	1	1	3	1	7	5	5	7	2	1	1	1	1	1	1	1	1	3	1	1	1	7	1	NA	2	NA	1	d_cough5|n_cough6|d_sneeze7|n_cough5|d_cough3|d_cough8|n_cough2|d_sneeze5|d_sneeze1|d_sneeze6|d_sneeze4|n_sneeze8|n_cough1|n_sneeze1|d_cough2|n_sneeze2|n_cough4|n_sneeze10|d_cough1|n_sneeze5	infant_n_cough2|infant_d_cough1|infant_d_cough2|infant_n_cough1	7|1|2|3|4|5|6|8	NA	1	3	1	7	1	3	1.2857142857142858	3.375	-2.1604395604395608	-1.1192307692307688	1	-1.8163461538461538	1.6666666666666667	-2.625641025641025	Yes, I can hear the sound easily and am ready to begin the study.	I agree	No	No, not at all	A year or more ago	No	No, I didn't have any issues getting the audio clips to work correctly.	1	1	0
R_encITXnhtGr42tP	Default Response Set	Anonymous	NA	NA	0	2017-01-26T21:25:52Z	2017-01-26T21:39:26Z	1	814	1	1	7.965	27.467	28.893	14	1	NA	1	2	16.613	16.613	35.766	1	1	7	9	0	5	9	0	9	9	0	5	9	0	9	9	1	1	9	1	1	9	1	5	9	1	7	9	1	3	9	0	4	9	0	9	9	0	6	9	0	9	9	0	9	9	1	3	9	0	1	9	1	7	9	1	5	9	1	7	9	0	1	9	0	9	9	0	9	9	0	6	9	1	7	3	2	7	3	3	7	4	1	4	1	3	1	4	7	1	3	2	2	1	1	1	2	7	1	3	1	6	1	NA	2	NA	1	d_cough2|d_cough1|n_cough6|d_cough5|d_sneeze5|d_cough8|n_cough2|n_sneeze8|d_cough3|n_sneeze10|n_cough5|d_sneeze4|n_cough1|n_sneeze5|n_cough4|d_sneeze7|n_sneeze1|d_sneeze6|n_sneeze2|d_sneeze1	infant_n_cough2|infant_d_cough2|infant_n_cough1|infant_d_cough1	7|1|2|3|4|5|6|8	NA	5	5	4	6	7	7	4	6.125	0.5538461538461537	1.6307692307692312	1.625	-1.1913461538461538	3.6666666666666665	-0.6256410256410256	Yes, I can hear the sound easily and am ready to begin the study.	I agree	Yes	No, not at all	A few months ago	No	No, I didn't have any issues getting the audio clips to work correctly.	1	1	0
R_NX3VmD8zphfgrIJ	Default Response Set	Anonymous	NA	NA	0	2017-01-26T21:27:38Z	2017-01-26T22:02:52Z	1	2114	1	1	33.605	33.605	34.758	1	1	NA	1	2	10.959	21.063	24.697	5	0	6	9	0	9	9	0	6	9	1	9	9	0	8	9	1	7	9	1	9	9	0	3	9	0	4	9	0	6	9	0	6	9	0	4	9	0	3	9	0	6	9	0	9	9	0	8	9	0	5	9	1	3	9	1	9	9	0	5	9	0	8	9	0	8	9	0	8	9	0	9	9	1	6	7	1	7	6	3	5	5	6	4	1	3	3	5	2	1	2	1	2	1	1	1	1	4	1	2	1	2	1	NA	2	NA	1	n_cough5|d_cough5|n_sneeze2|d_cough8|n_sneeze1|d_cough3|d_sneeze6|d_sneeze4|d_sneeze5|n_sneeze5|n_cough1|n_cough6|n_sneeze10|d_sneeze1|d_sneeze7|d_cough2|d_cough1|n_cough2|n_cough4|n_sneeze8	infant_d_cough2|infant_n_cough1|infant_d_cough1|infant_n_cough2	7|1|2|3|4|5|6|8	NA	2	5	3	7	7	5	4.142857142857143	5.625	0.6967032967032969	1.1307692307692312	1.25	-1.5663461538461538	2.3333333333333335	-1.9589743589743587	Yes, I can hear the sound easily and am ready to begin the study.	I agree	Yes	No, not at all	A couple of days ago	No	No, I didn't have any issues getting the audio clips to work correctly.	1	1	0
R_2RVW8Fh8VOCEnt7	Default Response Set	Anonymous	NA	NA	0	2017-01-26T22:12:50Z	2017-01-26T22:20:57Z	1	487	1	1	11.352	22.016	24.199	6	1	NA	1	2	11.392	11.392	12.509	1	1	5	9	1	5	9	1	5	9	1	5	9	1	5	9	0	6	9	0	6	9	0	6	9	0	6	9	0	6	9	1	5	9	1	5	9	1	5	9	0	6	9	1	5	9	1	5	9	1	5	9	0	6	9	0	5	9	1	5	9	0	6	9	0	6	9	1	5	9	1	5	9	1	7	4	3	4	3	4	4	3	5	2	3	4	3	4	3	2	2	2	2	2	2	1	2	6	6	3	1	6	1	NA	2	NA	1	n_cough4|d_cough3|d_sneeze5|n_sneeze5|d_cough8|n_cough6|n_cough5|d_cough2|d_cough5|n_sneeze8|n_sneeze10|n_sneeze2|d_cough1|d_sneeze7|d_sneeze4|d_sneeze1|d_sneeze6|n_cough2|n_sneeze1|n_cough1	infant_n_cough1|infant_n_cough2|infant_d_cough2|infant_d_cough1	7|1|2|3|4|5|6|8	NA	5	4	4	5	5	5	3.7142857142857144	4.75	0.26813186813186807	0.2557692307692312	1.875	-0.9413461538461538	5	0.7076923076923078	Yes, I can hear the sound easily and am ready to begin the study.	I agree	Yes	No, not at all	A few months ago	No	No, I didn't have any issues getting the audio clips to work correctly.	1	1	0
R_1NlCIox5sxqqLjR	Default Response Set	Anonymous	NA	NA	0	2017-01-26T22:13:29Z	2017-01-26T22:21:31Z	1	481	1	1	30.641	30.641	32.842	1	1	NA	1	2	26.72	26.72	37.617	1	0	7	9	1	7	9	1	5	9	0	8	9	1	4	9	0	6	9	1	7	9	1	4	9	1	7	9	0	8	9	1	5	9	0	9	9	0	7	9	0	9	9	0	9	9	0	6	9	0	7	9	1	6	9	0	7	9	0	7	9	0	9	9	0	9	9	0	9	9	0	9	9	1	7	2	1	7	2	1	5	1	2	1	7	7	7	6	1	1	1	1	1	1	1	1	1	5	3	5	1	7	1	NA	2	NA	1	d_cough2|d_sneeze4|d_sneeze7|n_sneeze2|d_sneeze6|n_sneeze1|n_cough4|n_cough6|d_cough3|d_sneeze1|d_sneeze5|n_sneeze5|d_cough5|d_cough8|n_sneeze8|n_cough2|n_cough5|n_sneeze10|n_cough1|d_cough1	infant_d_cough1|infant_n_cough1|infant_n_cough2|infant_d_cough2	7|1|2|3|4|5|6|8	NA	6	1	2	7	1	1	2	3.875	-1.4461538461538463	-0.6192307692307688	1	-1.8163461538461538	4.333333333333333	0.04102564102564088	Yes, I can hear the sound easily and am ready to begin the study.	I agree	Yes	No, not at all	A year or more ago	No	No, I didn't have any issues getting the audio clips to work correctly.	1	1	0
R_3RrptAmomYf85DW	Default Response Set	Anonymous	NA	NA	0	2017-01-26T22:13:01Z	2017-01-26T22:22:55Z	1	593	1	1	11.97	11.97	13.038	1	1	NA	1	2	2.862	2.862	17.511	1	1	2	9	0	3	5	1	5	9	1	5	8	1	2	7	1	4	9	1	3	9	1	4	9	0	4	9	0	3	9	1	2	9	0	7	9	0	5	9	0	8	7	1	3	5	0	4	9	1	2	8	0	4	7	1	2	8	1	2	7	0	3	6	1	1	4	1	1	6	0	2	6	1	7	5	5	6	2	5	7	5	7	5	2	2	1	2	4	5	5	5	5	3	2	5	3	7	5	6	1	4	1	NA	2	NA	1	d_sneeze4|n_cough4|d_sneeze6|n_sneeze8|n_cough2|d_sneeze7|d_cough1|n_sneeze1|d_cough3|n_cough1|d_cough2|n_cough5|d_sneeze5|n_cough6|n_sneeze10|d_sneeze1|n_sneeze5|n_sneeze2|d_cough8|d_cough5	infant_d_cough2|infant_n_cough1|infant_d_cough1|infant_n_cough2	7|1|2|3|4|5|6|8	NA	6	6	6	3	6	7	5.428571428571429	5.875	1.9824175824175825	1.3807692307692312	4.125	1.3086538461538462	6	1.7076923076923078	Yes, I can hear the sound easily and am ready to begin the study.	I agree	Yes	No, not at all	A couple of weeks ago	No	No, I didn't have any issues getting the audio clips to work correctly.	1	1	0
R_sn7a7hW5muLX2ox	Default Response Set	Anonymous	NA	NA	0	2017-01-26T18:23:02Z	2017-01-26T18:23:38Z	0	35	1	1	14.74	18.66	19.538	11	1	NA	1	2	1.859	1.859	7.327	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	d_sneeze4|n_cough2|n_sneeze8|n_cough4|d_cough5|n_cough6|d_sneeze7|d_sneeze5|d_sneeze1|n_cough5|n_sneeze5|n_sneeze2|n_sneeze1|n_cough1|d_sneeze6|d_cough3|d_cough1|d_cough2|n_sneeze10|d_cough8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	Yes, I can hear the sound easily and am ready to begin the study.	I agree	Yes	NA	NA	NA	NA	NA	NA	NA
R_2e2L2MWpYfvBC9h	Default Response Set	Anonymous	NA	NA	0	2017-01-26T18:23:29Z	2017-01-26T18:25:03Z	0	94	1	1	3.085	9.645	10.541	5	1	NA	1	2	7.049	7.049	7.976	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	d_cough1|n_sneeze8|d_sneeze1|d_sneeze5|d_cough2|n_cough4|d_sneeze7|n_cough6|n_sneeze5|n_sneeze10|d_cough5|n_cough2|n_sneeze1|d_sneeze6|n_cough1|d_cough8|d_sneeze4|n_cough5|n_sneeze2|d_cough3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	Yes, I can hear the sound easily and am ready to begin the study.	I agree	Yes	NA	NA	NA	NA	NA	NA	NA
R_2aJfOpHEuAZkHuD	Default Response Set	Anonymous	NA	NA	0	2017-01-26T22:13:07Z	2017-01-26T22:25:14Z	1	726	1	1	9.054	9.568	10.427	2	1	NA	1	2	1.457	1.457	21.087	1	1	7	6	0	6	8	1	6	7	0	6	7	0	7	8	0	6	7	0	7	8	1	7	6	0	7	8	0	7	8	1	6	7	1	7	7	0	7	8	1	7	8	0	6	7	0	6	7	0	7	8	0	6	7	0	6	7	0	7	8	0	6	8	0	7	8	0	7	7	0	7	8	1	5	6	5	5	4	5	6	5	5	4	5	6	5	5	6	6	7	5	6	5	4	5	5	5	5	4	1	3	1	NA	2	NA	1	d_cough1|d_sneeze1|n_cough2|n_cough6|d_sneeze5|d_cough3|d_sneeze6|n_sneeze5|n_sneeze8|d_cough2|n_sneeze1|d_sneeze7|d_cough8|n_cough4|n_cough5|n_sneeze2|d_sneeze4|d_cough5|n_sneeze10|n_cough1	infant_d_cough2|infant_n_cough2|infant_n_cough1|infant_d_cough1	7|1|2|3|4|5|6|8	NA	4	2	3	3	3	3	4.142857142857143	4.5	0.6967032967032969	0.005769230769231193	5.375	2.558653846153846	4.666666666666667	0.3743589743589748	Yes, I can hear the sound easily and am ready to begin the study.	I agree	Yes	No, not at all	A week ago	No	No, I didn't have any issues getting the audio clips to work correctly.	1	1	0
R_byCcukBsiWrOi2J	Default Response Set	Anonymous	NA	NA	0	2017-01-26T22:12:49Z	2017-01-26T22:25:17Z	1	748	1	1	9.171	9.171	10.538	1	1	NA	1	2	16.695	16.695	17.441	1	0	3	8	0	7	9	1	9	9	1	9	9	0	5	9	1	5	9	0	4	9	0	8	9	1	5	9	1	6	9	0	8	9	0	4	8	0	1	9	0	9	9	0	7	8	0	9	9	1	6	9	0	7	6	1	9	9	1	7	9	0	6	9	0	9	9	0	6	9	1	1	7	1	7	7	7	7	3	3	5	7	7	5	2	3	3	5	3	5	2	2	3	2	2	1	3	6	4	5	1	4	1	NA	2	NA	1	d_sneeze4|d_sneeze6|d_cough5|n_cough6|d_cough1|n_sneeze5|n_sneeze2|n_cough4|d_sneeze7|d_sneeze1|n_sneeze8|n_sneeze1|n_cough1|d_cough2|d_sneeze5|n_cough5|d_cough3|d_cough8|n_sneeze10|n_cough2	infant_d_cough1|infant_d_cough2|infant_n_cough1|infant_n_cough2	7|1|2|3|4|5|6|8	NA	5	5	3	1	6	5	5	5.125	1.5538461538461537	0.6307692307692312	2.5	-0.31634615384615383	5	0.7076923076923078	Yes, I can hear the sound easily and am ready to begin the study.	I agree	Yes	No, not at all	A couple of weeks ago	No	No, I didn't have any issues getting the audio clips to work correctly.	1	1	0
R_eEv5AYLWrpYKsZH	Default Response Set	Anonymous	NA	NA	0	2017-01-26T22:16:09Z	2017-01-26T22:26:01Z	1	591	1	1	25.303	25.303	28.205	1	1	NA	1	2	11.282	11.282	12.004	1	1	8	9	0	7	9	0	7	9	1	6	9	1	7	9	0	8	9	0	5	9	0	7	9	0	7	9	0	5	9	1	5	9	1	7	9	1	7	9	0	5	9	0	7	9	0	7	9	0	4	9	1	6	9	0	7	9	0	7	9	0	9	9	0	9	9	0	2	9	0	2	9	1	6	1	4	5	6	1	5	1	4	1	1	6	6	6	4	1	5	1	1	6	1	1	4	7	7	7	1	6	1	NA	2	NA	1	n_sneeze8|d_cough1|d_sneeze7|n_cough1|n_sneeze5|d_cough5|n_cough4|n_cough2|d_sneeze6|n_sneeze10|n_cough5|n_sneeze2|d_cough2|n_cough6|d_sneeze5|d_cough3|n_sneeze1|d_cough8|d_sneeze4|d_sneeze1	infant_n_cough1|infant_n_cough2|infant_d_cough2|infant_d_cough1	7|1|2|3|4|5|6|8	NA	2	2	2	4	7	2	1.4285714285714286	4.625	-2.0175824175824175	0.1307692307692312	2.5	-0.31634615384615383	7	2.707692307692308	Yes, I can hear the sound easily and am ready to begin the study.	I agree	Yes	No, not at all	A few months ago	No	No, I didn't have any issues getting the audio clips to work correctly.	1	1	0
R_Y6Ab679piBDjio1	Default Response Set	Anonymous	NA	NA	0	2017-01-26T22:12:25Z	2017-01-26T22:26:06Z	1	820	1	1	20.601	24.274	25.733	2	1	NA	1	2	6.151	6.151	11.379	1	1	2	9	0	5	9	1	3	9	1	4	9	1	4	9	1	4	9	0	3	9	1	4	9	1	3	9	0	4	9	1	3	9	1	3	9	0	5	9	0	6	9	0	5	9	1	4	9	1	5	9	1	5	9	1	4	9	1	3	9	0	7	9	0	6	9	0	7	9	0	5	9	1	6	3	1	4	5	2	2	3	5	2	6	5	5	4	2	5	5	4	3	2	2	2	3	2	1	1	1	7	1	NA	2	NA	1	n_cough5|n_cough1|d_sneeze5|n_cough2|n_sneeze10|d_cough3|n_sneeze1|n_cough6|n_sneeze8|d_sneeze1|d_cough1|d_cough8|n_cough4|d_cough2|d_cough5|d_sneeze7|n_sneeze2|n_sneeze5|d_sneeze4|d_sneeze6	infant_n_cough2|infant_d_cough1|infant_d_cough2|infant_n_cough1	7|1|2|3|4|5|6|8	NA	3	3	4	7	2	3	2.857142857142857	3.875	-0.5890109890109891	-0.6192307692307688	3.25	0.43365384615384617	1.3333333333333333	-2.958974358974359	Yes, I can hear the sound easily and am ready to begin the study.	I agree	Yes	No, not at all	A year or more ago	No	No, I didn't have any issues getting the audio clips to work correctly.	1	1	0
R_881716tL7eoKrOV	Default Response Set	Anonymous	NA	NA	0	2017-01-26T22:12:53Z	2017-01-26T22:27:19Z	1	865	1	1	22.962	22.962	23.924	1	1	NA	1	2	7.429	11.084	11.247	2	1	6	9	1	7	9	1	9	9	1	9	9	0	8	9	1	8	9	1	6	9	1	7	9	1	7	9	1	7	9	1	8	9	1	6	9	0	8	9	0	9	9	0	7	9	1	8	9	1	7	9	1	9	9	0	6	9	1	9	9	0	9	9	0	9	9	0	8	9	0	7	9	1	7	5	5	7	5	3	6	4	7	5	1	2	1	4	6	5	6	4	3	2	1	1	1	4	3	3	1	6	1	NA	2	NA	1	d_cough8|n_cough5|d_cough3|n_cough1|d_cough5|d_cough2|d_sneeze1|d_sneeze4|n_cough6|d_cough1|d_sneeze5|n_sneeze8|d_sneeze7|n_cough4|n_sneeze1|n_sneeze5|n_cough2|n_sneeze2|d_sneeze6|n_sneeze10	infant_n_cough1|infant_n_cough2|infant_d_cough2|infant_d_cough1	7|1|2|3|4|5|6|8	NA	3	6	4	3	7	7	4.285714285714286	6.25	0.8395604395604392	1.7557692307692312	2.875	0.05865384615384617	3.3333333333333335	-0.9589743589743587	Yes, I can hear the sound easily and am ready to begin the study.	I agree	Yes	No, not at all	A few months ago	No	No, I didn't have any issues getting the audio clips to work correctly.	1	1	0
R_3nSOVLsGaBxeAe5	Default Response Set	Anonymous	NA	NA	0	2017-01-26T22:13:07Z	2017-01-26T22:28:26Z	1	919	1	1	13.794	13.794	210.238	1	1	NA	1	2	14.959	15.84	16.803	2	0	6	8	1	4	6	1	5	9	0	5	7	0	5	7	1	7	9	1	5	8	1	6	9	1	6	8	0	4	9	0	5	9	0	6	9	0	4	9	0	7	9	0	5	7	1	5	9	1	6	9	1	6	9	1	6	8	0	5	7	0	4	8	0	6	9	0	4	3	0	3	1	1	7	1	5	2	7	2	2	1	1	1	6	7	2	6	1	2	2	2	2	2	2	2	2	5	2	2	1	7	1	NA	2	NA	1	d_sneeze5|n_cough4|d_cough2|n_sneeze8|n_sneeze10|n_cough5|d_sneeze6|n_cough6|n_sneeze2|n_sneeze1|n_sneeze5|n_cough2|d_cough3|n_cough1|d_sneeze4|d_cough5|d_cough8|d_sneeze1|d_sneeze7|d_cough1	infant_n_cough2|infant_d_cough1|infant_n_cough1|infant_d_cough2	7|1|2|3|4|5|6|8	NA	1	1	2	3	2	6	1.2857142857142858	3	-2.1604395604395608	-1.4942307692307688	2	-0.8163461538461538	3	-1.2923076923076922	Yes, I can hear the sound easily and am ready to begin the study.	I agree	Yes	No, not at all	A year or more ago	No	No, I didn't have any issues getting the audio clips to work correctly.	1	1	0
R_2AXUUbeyHcTZdjk	Default Response Set	Anonymous	NA	NA	0	2017-01-26T23:00:52Z	2017-01-26T23:02:19Z	1	86	1	2	11.561	84.653	85.866	41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	No, I can't hear the sound easily (e.g., the sound is extremely quiet or you don't hear any sound at all).	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_2tb8VpiUv6nQPTD	Default Response Set	Anonymous	NA	NA	0	2017-01-26T23:00:20Z	2017-01-26T23:06:21Z	1	361	1	1	12.729	12.729	13.913	1	1	NA	1	2	5.383	5.383	6.978	1	0	6	9	0	9	4	1	7	9	0	6	8	1	7	8	0	6	7	1	9	7	1	9	9	1	8	8	1	9	9	1	7	9	0	7	8	0	9	9	0	9	9	0	9	9	1	8	7	0	6	8	1	8	7	1	7	6	0	7	6	0	9	6	0	9	4	0	9	5	0	9	5	1	7	7	6	7	2	7	5	6	7	7	5	2	1	2	4	1	1	1	1	1	1	1	1	4	5	5	1	6	1	NA	2	NA	1	d_sneeze7|d_cough3|n_cough4|n_sneeze1|d_cough5|d_sneeze5|n_sneeze5|n_cough5|d_cough8|n_sneeze8|n_cough6|d_sneeze6|d_sneeze1|d_sneeze4|n_sneeze2|d_cough2|n_cough1|n_sneeze10|n_cough2|d_cough1	infant_n_cough1|infant_d_cough1|infant_d_cough2|infant_n_cough2	7|1|2|3|4|5|6|8	NA	6	6	6	2	3	7	6.428571428571429	5.25	2.9824175824175825	0.7557692307692312	1	-1.8163461538461538	4.666666666666667	0.3743589743589748	Yes, I can hear the sound easily and am ready to begin the study.	I agree	Yes	No, not at all	A few months ago	No	No, I didn't have any issues getting the audio clips to work correctly.	1	1	0
